insert 9687746 0,15918711859695 240
insert 9394799 0,994114644822718 62
insert 799943 0,192387024961592 37
insert 5132709 0,284393861556609 267
insert 5087561 0,680058149006245 164
insert 8273502 0,0629368252413984 58
insert 2793882 0,715472814494498 111
insert 8879510 0,520489116907348 176
insert 5745259 0,107973891826334 317
insert 8093451 0,0420310897948365 131
insert 1210747 0,676626633702138 234
insert 685396 0,467765976892675 230
insert 7009747 0,0703490004271031 198
insert 2474944 0,724222549574553 129
insert 6498266 0,965937030485802 322
insert 4867678 0,834336246752337 290
insert 7711695 0,0409309738506242 87
insert 3578305 0,126321460644864 263
insert 2884989 0,169586693015688 21
insert 8660170 0,364953987470341 319
insert 2922621 0,27064927493718 54
insert 7393496 0,392196194451394 218
insert 922036 0,440216470714759 76
insert 8165238 0,126375524851668 357
insert 6104827 0,0318937972336513 356
insert 9522577 0,238124355784675 199
insert 5954104 0,0877581527865297 98
insert 750448 0,0381755125886647 0
insert 1208733 0,763244243694117 198
insert 9207600 0,780040684519355 107
insert 5823927 0,834957692695296 253
insert 6663080 0,955232295186833 163
insert 2080151 0,910476998849994 206
insert 2880962 0,394564229247423 141
insert 5934756 0,954645735190551 329
insert 2509998 0,747347760362247 33
insert 7400419 0,336241190943979 335
insert 5041376 0,270606660875774 99
insert 6125031 0,217217269454718 83
insert 1492558 0,618476265863737 226
insert 574620 0,171443607272321 237
insert 9141128 0,234131071359912 104
insert 2871928 0,944174743231467 27
insert 5376769 0,744242668964082 117
insert 9808112 0,307314134346002 249
insert 8795178 0,481569241956607 30
insert 865446 0,86987351154437 5
insert 4558775 0,180718030399046 159
insert 3667169 0,0782551914817911 203
insert 4281991 0,0538049340498657 265
insert 2210995 0,0587592986685966 105
insert 9447888 0,230634220517536 80
insert 7339439 0,67936274301231 259
insert 6231376 0,963807075733229 289
insert 177661 0,20236498406267 213
insert 6038149 0,523326350619703 346
insert 5840019 0,732985238885966 264
insert 1489439 0,0627111522772867 269
insert 6130554 0,601584545151137 356
insert 2163762 0,547395941590609 56
insert 7270668 0,858993633584582 320
insert 3386464 0,316577477993713 246
insert 356466 0,0360223651100054 27
insert 4700733 0,145573879194247 288
insert 3630151 0,463407050102673 326
insert 2127234 0,438111348281666 352
insert 8518009 0,762901966349642 199
insert 6010585 0,844197267128247 115
insert 23669 0,072155527338458 358
insert 5433979 0,331733417851726 226
insert 2323950 0,517567697222143 47
insert 5646387 0,896070816505733 37
insert 9128032 0,67911968504969 318
insert 9065151 0,568168356347908 175
insert 8866126 0,1139286095807 211
insert 9334415 0,785928871382926 215
insert 8425363 0,400332001224315 58
insert 123725 0,364575321024552 282
insert 6009470 0,126008295047101 5
insert 5695501 0,336279478080701 87
insert 6894352 0,492248645281535 253
insert 4476302 0,237678256462178 226
insert 6702396 0,798376329614956 204
insert 8012529 0,299920258251913 273
insert 925655 0,945285819911065 70
insert 676248 0,714445892588443 262
insert 7334083 0,0689254696801889 103
insert 3967440 0,700861660158663 335
insert 4655764 0,220022514564927 55
insert 3474728 0,963691744936487 277
insert 900170 0,343253093931476 123
insert 6413655 0,217079927780237 27
insert 7830150 0,438982374239239 315
insert 9594051 0,263201831031219 355
insert 319678 0,0412833248457328 36
insert 4044815 0,919806990269482 150
insert 5897603 0,533322183663641 148
insert 2845277 0,83614177854552 96
insert 9581952 0,292691179687479 284
insert 7728875 0,982053759965139 6
insert 4750138 0,322766871341861 300
insert 7972737 0,711235917970182 344
insert 4161514 0,451199984853715 262
insert 1188138 0,284609817100973 99
insert 8540183 0,774003157752568 290
insert 2986741 0,364776175639022 237
insert 8309896 0,0610949448594334 108
insert 7337028 0,757712460941501 154
insert 3585001 0,805489366783523 182
insert 754861 0,683170260713981 332
insert 2845327 0,0101275076205505 164
insert 8585946 0,484391371945101 338
insert 1528679 0,234694156439367 118
insert 1437445 0,988330077374508 168
insert 6910836 0,470946466303871 89
insert 1360988 0,430509404479763 22
insert 4616303 0,659521180512161 334
insert 1318086 0,941897856975858 331
insert 7174402 0,741310930690407 203
insert 4043150 0,438773593138332 326
insert 4495558 0,340665257694509 276
insert 8038171 0,834281172991861 98
insert 8185349 0,995423693207756 104
insert 8652886 0,145806157098061 46
insert 3295309 0,687245095003045 26
insert 8316085 0,0426192661014475 103
insert 1816571 0,222401234890521 134
insert 4449726 0,613855828816935 8
insert 9964737 0,152724076133559 24
insert 5359697 0,141154393619464 267
insert 3753805 0,748552933683876 286
insert 4243008 0,694188729717484 233
insert 7005772 0,887266464944587 229
insert 9742300 0,317563980034349 156
insert 7725268 0,59634169079193 184
insert 7978329 0,802277721372562 91
insert 8481939 0,885831698722128 251
insert 2782884 0,222657828695447 77
insert 5307665 0,00458315434147751 261
insert 7443806 0,80734339999377 245
insert 2062526 0,28256510490671 307
insert 5465313 0,489908129670614 143
insert 3341614 0,905230072748489 357
insert 4251000 0,131031237603645 55
insert 6501007 0,207427137627931 325
insert 9398942 0,672445859607517 6
insert 5099340 0,198640759195499 126
insert 8135768 0,687775851547614 91
insert 443887 0,0970921335262675 189
insert 5795482 0,893534266805991 248
insert 9208553 0,956196637338119 28
insert 9551081 0,767977398246516 12
insert 5808164 0,225995490432715 38
insert 1164617 0,463671528950181 322
insert 2615963 0,423093899815853 271
insert 5433388 0,62818771443711 5
insert 3115351 0,590872337851148 119
insert 7092952 0,234446587150193 219
insert 3311107 0,392675770163851 214
insert 5989466 0,502142567887037 141
insert 8713581 0,754613250845397 4
insert 3034507 0,504244657002503 62
insert 754297 0,694992504871913 158
insert 8698383 0,359077839348036 160
insert 9110805 0,393472256787807 264
insert 4533987 0,551980491984627 95
insert 5005222 0,501049913233635 168
insert 5106644 0,268013101661584 108
insert 3574682 0,211560099949855 259
insert 4712204 0,623997454356401 135
insert 4402096 0,981869806992761 260
insert 7136175 0,245103681574158 255
insert 8853518 0,958145606777699 330
insert 5799658 0,467909127226057 335
insert 5757809 0,441696723663107 83
insert 8856869 0,798214713948879 302
insert 8737334 0,877712035960384 302
insert 3301073 0,0984243709121013 0
insert 9239115 0,360693704504843 175
insert 7090338 0,945982509267508 105
insert 4530845 0,604209312053495 25
insert 641481 0,42962875795999 135
insert 7225974 0,197463011926721 53
insert 259109 0,568046863455347 213
insert 3458327 0,920556372925898 11
insert 5357092 0,934883462234812 297
insert 708674 0,471781355082887 148
insert 8807757 0,597487013599596 268
insert 5346063 0,110102320141207 318
insert 7227602 0,789705987921779 318
insert 2224581 0,17631796569392 4
insert 6261646 0,126881310775355 310
insert 8622001 0,511632840387352 4
insert 8545864 0,163089478930034 216
insert 6926057 0,847822458412416 111
insert 2468603 0,984274592708924 64
insert 9679518 0,38820236753123 153
insert 6602837 0,638166446535926 170
insert 8793391 0,572308830252061 2
insert 3247096 0,529541761395308 115
insert 4937625 0,999837178736849 146
insert 2639585 0,803452823219566 141
insert 5816717 0,71966802315771 285
insert 1694409 0,673509050474274 152
insert 8142484 0,216280964303893 111
insert 8125936 0,188169964676802 269
insert 4366202 0,287745956931145 45
insert 7055774 0,754808399246451 144
insert 4585997 0,562174357735633 193
insert 5379619 0,74682551470903 199
insert 8569775 0,537490526930192 353
insert 6925415 0,360823869873222 58
insert 1929946 0,428647157004404 15
insert 9179362 0,665188605275559 95
insert 3841929 0,798510897810809 257
insert 25596 0,846035358889976 151
insert 1655092 0,0667454870728522 138
insert 2570577 0,888089386228514 87
insert 1936987 0,788185158180159 88
insert 62534 0,805358863345049 86
insert 8535773 0,0437098443711688 350
insert 2391025 0,312463454116352 48
insert 4411595 0,121706884411027 307
insert 1454395 0,619599005961604 273
insert 7052949 0,518683971147371 224
insert 8612211 0,321384502258797 344
insert 6868103 0,456040114376713 257
insert 1162660 0,3724526652938 244
insert 1704336 0,599919773451947 233
insert 7402952 0,498842817497832 206
insert 9182235 0,186741274402822 224
insert 8030911 0,0643588961401763 223
insert 2917640 0,145090354208411 174
insert 5786747 0,561400077567156 260
insert 5664283 0,0200697020721015 160
insert 6246160 0,551762823272386 132
insert 6192384 0,332477552505432 168
insert 2887312 0,3194431002808 125
insert 5251394 0,737311341677472 241
insert 2927624 0,068668966679214 256
insert 4866173 0,700864268327534 224
insert 2828183 0,227216055256881 155
insert 1362345 0,902203750285415 163
insert 10785 0,569457096778535 63
insert 4702500 0,108135509820718 322
insert 9918105 0,549837649124599 126
insert 2329335 0,545817557045174 17
insert 2799957 0,121056821719304 59
insert 1058380 0,62949224264803 312
insert 2739695 0,27795170307064 117
insert 9502215 0,999001580290031 27
insert 7735037 0,0920574106704711 309
insert 1014644 0,283610005063755 285
insert 142887 0,488381543889819 233
insert 9150803 0,61815986205738 274
insert 2905065 0,818481220313572 76
insert 4546787 0,533328942271568 67
insert 3188742 0,0598289342875727 188
insert 6643867 0,206621657221868 208
insert 4564988 0,176980326965908 215
insert 5655595 0,862264969322022 224
insert 1272775 0,0508570089241755 205
insert 998727 0,696746294711133 5
insert 341042 0,890346116800954 95
insert 5595293 0,218644796972463 20
insert 3985978 0,364915385546589 181
insert 4033448 0,815331547900723 291
insert 6559905 0,81929083253224 268
insert 1395738 0,631347365971351 338
insert 5535699 0,109117032545208 318
insert 2807283 0,644965605644959 38
insert 1951298 0,448729192115706 225
insert 253070 0,787802819529457 204
insert 1925649 0,190633747349788 43
insert 1952294 0,420574484588846 231
insert 9212460 0,759344899449192 302
insert 4654153 0,265788853292255 303
insert 769104 0,0531539926552931 130
insert 7867127 0,909568973774821 15
insert 8796292 0,987703658634659 151
insert 6312828 0,546302782626032 211
insert 1306423 0,753375864938542 88
insert 1595979 0,364399482200108 277
insert 4313194 0,373290851420393 207
insert 9355941 0,210779870027108 224
insert 6892760 0,460761092352104 143
insert 1016399 0,218327813417803 313
insert 979885 0,0881545814164703 303
insert 437294 0,203817875685085 213
insert 7449808 0,408417043931976 194
insert 5831424 0,145677739356494 288
insert 1477932 0,561282068752349 231
insert 5341056 0,0645871456081919 240
insert 3976023 0,761648082529031 142
insert 712685 0,0340959578911289 321
insert 2645937 0,141316380417587 303
insert 7369509 0,0974366935423746 161
insert 6442577 0,777989351087245 276
insert 5475071 0,533294361798695 164
insert 7443010 0,0869128639283184 197
insert 6535688 0,414617066930336 344
insert 2307553 0,848177000809543 81
insert 7770134 0,787800896348339 233
insert 9803668 0,155170433295504 142
insert 7315177 0,704037621013838 164
insert 4770570 0,0267199762289971 19
insert 9508301 0,779135776115179 22
insert 7494374 0,00802992051841222 111
insert 903523 0,938884648931625 132
insert 307233 0,600286033749714 10
insert 1861827 0,789804580523542 351
insert 1176406 0,744033416148291 124
insert 4389629 0,84051314594248 66
insert 6648848 0,487580300535811 127
insert 1928763 0,756584142687071 339
insert 526339 0,912740060553299 26
insert 3126961 0,0704501271575923 182
insert 4040895 0,793470905531883 110
insert 4870564 0,904131407804848 146
insert 6450020 0,140403049597704 327
insert 8599247 0,746290089444392 67
insert 6215100 0,794184072312985 131
insert 4184996 0,613877097896243 345
insert 1096487 0,0380940702921218 67
insert 8681396 0,285945287573126 104
insert 7089860 0,556561169008054 90
insert 3687140 0,0377184022393629 9
insert 2937366 0,71802720134986 190
insert 5214133 0,782093185829973 358
insert 6698971 0,630584136410888 302
insert 9404438 0,793960891102422 252
insert 2766266 0,804960166013315 266
insert 1660006 0,571366227032322 346
insert 5769004 0,634134269614766 107
insert 1139475 0,203047399038005 11
insert 3203675 0,535949911240465 182
insert 162216 0,778070482787709 125
insert 1551413 0,276287997735798 36
insert 8831477 0,566188065598806 10
insert 6576789 0,100096772937149 4
insert 3690321 0,748602471197305 353
insert 1201021 0,169204846103305 87
insert 4860967 0,591513061240089 173
insert 5502652 0,542985389727627 354
insert 2890457 0,791813682667824 145
insert 7272816 0,179789132987982 185
insert 4974798 0,201045766100774 88
insert 4888080 0,653675581632962 306
insert 4923317 0,78530250060619 186
insert 5974254 0,393478841704074 85
insert 7130273 0,508321665464119 169
insert 9503091 0,207868229694603 318
insert 3155700 0,993845328685755 12
insert 7882228 0,834270821341439 339
insert 265404 0,465956347745823 84
insert 3623752 0,866095661123328 174
insert 6991005 0,155866137778324 139
insert 5132830 0,160199106279853 323
insert 7659476 0,880224120747402 34
insert 1307793 0,627770426975456 138
insert 7264602 0,888671284955308 71
insert 2422130 0,837237941491063 12
insert 5139254 0,338736523566179 210
insert 5180523 0,411711624549568 66
insert 4811372 0,70925697205088 132
insert 3017064 0,462267560633955 67
insert 6174285 0,129956472725587 330
insert 331985 0,898324934252689 85
insert 8523731 0,199744237214208 125
insert 5722184 0,184361571997572 117
insert 7906049 0,184790693309526 131
insert 6499402 0,061762591852696 340
insert 7464026 0,784327475253645 226
insert 2004213 0,848449808940501 189
insert 9005288 0,181048180526611 267
insert 2004551 0,032145836405524 162
insert 5322760 0,464241187304371 150
insert 9072076 0,513350747299078 179
insert 4646955 0,693261707524425 356
insert 9604215 0,389839853341617 229
insert 6865411 0,941707040621763 55
insert 2563013 0,727447425354015 81
insert 8198689 0,83119704193957 233
insert 4211754 0,555303794124771 244
insert 5590008 0,417007191766522 101
insert 3918477 0,132669716203897 258
insert 4934581 0,651918039495087 60
insert 8971804 0,0399423851817578 259
insert 9096875 0,883397253175917 241
insert 8682609 0,185244701423331 132
insert 9552531 0,785981114854096 142
insert 9912247 0,513880203717332 326
insert 3729841 0,644227518068732 163
insert 5172335 0,38058622571667 72
insert 8034477 0,111100653703837 327
insert 7400164 0,348206828044824 34
insert 2163072 0,0728478040885403 201
insert 2730695 0,466963324913272 265
insert 4698953 0,78936074012395 324
insert 4342545 0,346613795192267 303
insert 5554809 0,951607955131497 232
insert 2789934 0,465922222689689 276
insert 2834524 0,567776125654474 325
insert 3747638 0,0188635159371717 175
insert 2636759 0,976224608708278 97
insert 9666496 0,0937326709245018 334
insert 8111829 0,169671074100617 192
insert 5750963 0,651953656995647 40
insert 8079088 0,682183588706974 114
